country,Year,Female,Male,Total
9,2006,79.86,73.47,76.71
9,2007,80.08,73.69,76.92
9,2008,80.31,73.96,77.17
9,2009,80.3,74.15,77.26
9,2010,80.64,74.42,77.56
9,2011,80.86,74.71,77.81
9,2012,80.98,74.95,78
9,2013,81.15,75.13,78.17
9,2014,81.72,75.7,78.74
9,2015,81.46,75.61,78.56
9,2016,81.86,76.02,78.97
9,2017,81.84,75.97,78.93
9,2018,81.87,76.02,78.96
9,2019,82.07,76.27,79.19
9,2020,81.3,75.23,78.24
9,2021,80.51,74.11,77.24
10,1956,70.88,66.39,68.77
10,1957,70.51,65.83,68.32
10,1958,70.95,66.48,68.87
10,1959,70.9,66.29,68.76
10,1960,71.3,66.48,69.06
10,1961,72.15,67.27,69.89
10,1962,72.02,67.28,69.82
10,1963,72.6,67.76,70.37
10,1964,72.8,67.89,70.54
10,1965,72.94,67.97,70.65
10,1966,73.29,68.36,71.03
10,1967,73.5,68.44,71.18
10,1968,73.14,68.03,70.8
10,1969,73.18,67.85,70.73
10,1970,73.34,68.14,70.97
10,1971,73.66,68.59,71.36
10,1972,73.98,68.69,71.57
10,1973,74.28,68.81,71.79
10,1974,74.45,68.96,71.95
10,1975,74.06,68.57,71.56
10,1976,74.42,68.86,71.89
10,1977,74.87,69.01,72.2
10,1978,74.76,68.83,72.05
10,1979,74.79,68.76,72.04
10,1980,74.64,68.71,71.93
10,1981,74.88,69,72.2
10,1982,75.12,69.13,72.38
10,1983,75.46,69.51,72.74
10,1984,75.47,69.7,72.85
10,1985,75.45,69.56,72.76
10,1986,75.5,69.62,72.8
10,1987,75.96,69.88,73.15
10,1988,76.02,69.83,73.15
10,1989,76.43,70.18,73.51
10,1990,76.27,69.22,72.92
10,1991,76.64,69.44,73.2
10,1992,77.28,70,73.79
10,1993,77.85,70.33,74.24
10,1994,78.19,70.67,74.56
10,1995,78.56,71.17,75
10,1996,78.89,71.68,75.42
10,1997,79.55,72.33,76.08
10,1998,79.9,73.07,76.64
10,1999,80.39,73.44,77.06
10,2000,80.68,73.72,77.34
10,2001,81.01,74.31,77.8
10,2002,80.99,74.43,77.83
10,2003,81.27,74.55,78.01
10,2004,81.75,75.16,78.55
10,2005,81.84,75.45,78.74
10,2006,82.08,75.75,79
10,2007,82.28,76.04,79.22
10,2008,82.33,76.21,79.32
10,2009,82.45,76.29,79.42
10,2010,82.53,76.48,79.53
10,2011,82.74,76.83,79.82
10,2012,82.96,77.03,80.02
10,2013,82.83,76.98,79.91
10,2014,83.39,77.41,80.41
10,2015,83.03,77.04,80.02
10,2016,83.3,77.46,80.37
10,2017,83.31,77.65,80.47
10,2018,83.17,77.52,80.32
10,2019,83.61,77.91,80.74
10,2020,83.35,77.47,80.37
11,1990,78.42,71.91,75.35
11,1991,78.69,72.09,75.56
11,1992,79.14,72.53,76.01
11,1993,79.21,72.63,76.09
11,1994,79.51,72.95,76.39
11,1995,79.69,73.12,76.56
11,1996,79.86,73.42,76.79
11,1997,80.27,73.88,77.23
11,1998,80.54,74.32,77.58
11,1999,80.75,74.58,77.81
11,2000,80.99,74.86,78.06
11,2001,81.27,75.28,78.41
11,2002,81.28,75.44,78.48
11,2003,81.37,75.51,78.54
11,2004,81.89,76.15,79.13
11,2005,81.96,76.36,79.26
11,2006,82.24,76.75,79.59
11,2007,82.4,76.91,79.74
11,2008,82.39,77.1,79.82
11,2009,82.48,77.23,79.92
11,2010,82.62,77.43,80.08
11,2011,82.82,77.77,80.35
11,2012,82.94,77.96,80.5
11,2013,82.86,77.98,80.46
11,2014,83.33,78.43,80.92
11,2015,82.97,78.13,80.57
11,2016,83.26,78.38,80.84
11,2017,83.29,78.56,80.94
11,2018,83.23,78.51,80.88
11,2019,83.54,78.83,81.2
11,2020,83.43,78.6,81.01
12,1956,70.89,65.93,68.49
12,1957,71.06,65.82,68.53
12,1958,71.8,66.67,69.33
12,1959,72.04,66.8,69.52
12,1960,71.89,66.51,69.3
12,1961,72.45,66.97,69.82
12,1962,72.79,67.11,70.06
12,1963,72.76,67.07,70.02
12,1964,73.55,67.6,70.69
12,1965,73.41,67.59,70.63
12,1966,73.52,67.55,70.66
12,1967,73.81,67.74,70.91
12,1968,73.45,67.41,70.57
12,1969,73.37,67.16,70.4
12,1970,73.64,67.33,70.62
12,1971,73.85,67.47,70.8
12,1972,74.17,67.63,71.04
12,1973,74.38,67.85,71.26
12,1974,74.66,68.25,71.62
12,1975,74.66,68.07,71.53
12,1976,75.14,68.56,72.02
12,1977,75.85,69.2,72.72
12,1978,75.9,69.18,72.73
12,1979,76.32,69.65,73.18
12,1980,76.62,69.87,73.44
12,1981,76.8,70.14,73.68
12,1982,77.11,70.47,74
12,1983,77.37,70.73,74.26
12,1984,77.93,71.28,74.83
12,1985,78.06,71.5,75.01
12,1986,78.28,71.77,75.25
12,1987,78.73,72.14,75.66
12,1988,78.94,72.41,75.88
12,1989,79.03,72.56,76
12,1990,79.01,72.61,76
12,1991,79.23,72.76,76.18
12,1992,79.61,73.15,76.56
12,1993,79.55,73.19,76.54
12,1994,79.84,73.49,76.83
12,1995,79.96,73.59,76.93
12,1996,80.09,73.84,77.11
12,1997,80.45,74.25,77.5
12,1998,80.69,74.61,77.8
12,1999,80.83,74.85,77.99
12,2000,81.07,75.13,78.24
12,2001,81.34,75.51,78.56
12,2002,81.35,75.68,78.64
12,2003,81.39,75.74,78.67
12,2004,81.92,76.38,79.26
12,2005,82,76.57,79.38
12,2006,82.27,76.99,79.73
12,2007,82.43,77.12,79.86
12,2008,82.41,77.32,79.94
12,2009,82.49,77.45,80.04
12,2010,82.64,77.66,80.21
12,2011,82.84,77.99,80.48
12,2012,82.93,78.18,80.61
12,2013,82.86,78.21,80.58
12,2014,83.31,78.66,81.03
12,2015,82.95,78.37,80.69
12,2016,83.25,78.63,80.97
12,2017,83.28,78.8,81.07
12,2018,83.24,78.77,81.02
12,2019,83.53,79.07,81.31
12,2020,83.44,78.9,81.18
13,1835,40.25,36.7,38.42
13,1836,41.65,38.48,40.03
13,1837,43.11,40.01,41.53
13,1838,44.41,41.91,43.14
13,1839,42.71,41.12,41.91
13,1840,42.39,39.87,41.1
13,1841,43.56,41.79,42.67
13,1842,44.11,41.04,42.54
13,1843,45.16,42.67,43.91
13,1844,45.19,42.97,44.08
13,1845,44.65,42.18,43.4
13,1846,41.67,39.23,40.44
13,1847,41.69,39.27,40.47
13,1848,42.32,39.36,40.82
13,1849,41.61,37.6,39.57
13,1850,45.18,41.91,43.52
13,1851,46.22,42.91,44.53
13,1852,44.43,41.72,43.05
13,1853,39.87,37.34,38.57
13,1854,46.27,43.2,44.71
13,1855,47.12,45.2,46.15
13,1856,47.84,45.69,46.76
13,1857,43.41,41.58,42.48
13,1858,41.06,39.01,40.02
13,1859,45.63,43.22,44.4
13,1860,45.96,44.22,45.08
13,1861,49.01,46.27,47.62
13,1862,48.5,46.68,47.59
13,1863,48.52,46.6,47.55
13,1864,41.47,38.97,40.2
13,1865,40.78,38.86,39.8
13,1866,43.64,42.18,42.9
13,1867,45.82,44.05,44.92
13,1868,46.45,44.83,45.64
13,1869,46.77,45.44,46.1
13,1870,46.98,45.05,46
13,1871,46.98,45.22,46.08
13,1872,48.12,46.78,47.44
13,1873,48.18,46.84,47.5
13,1874,47.4,44.74,46.04
13,1875,45.45,43.55,44.48
13,1876,46.83,44.91,45.85
13,1877,48.34,46.4,47.36
13,1878,48.33,46.81,47.57
13,1879,47.34,45.19,46.25
13,1880,45.75,43.86,44.79
13,1881,49.28,47.32,48.28
13,1882,47.63,45.79,46.7
13,1883,49.58,47.47,48.51
13,1884,49.37,47.7,48.52
13,1885,50.84,48.44,49.62
13,1886,49.8,48.16,48.97
13,1887,49.65,47.71,48.67
13,1888,47.63,45.75,46.69
13,1889,49.13,46.51,47.81
13,1890,48.43,46.11,47.27
13,1891,47.88,45.69,46.78
13,1892,48.84,46.02,47.4
13,1893,48.3,45.88,47.08
13,1894,50.55,48.22,49.38
13,1895,52.2,49.56,50.86
13,1896,54.56,51.32,52.92
13,1897,53.38,50.26,51.8
13,1898,54.59,51.65,53.11
13,1899,52.43,48.95,50.67
13,1900,53.57,50.25,51.9
13,1901,54.56,50.79,52.66
13,1902,56.22,53.15,54.68
13,1903,56.39,53.27,54.83
13,1904,57.43,54,55.7
13,1905,55.78,52.97,54.37
13,1906,57.99,54.95,56.47
13,1907,57.49,54.71,56.1
13,1908,56.38,53.54,54.96
13,1909,58.87,55.85,57.36
13,1910,59.64,56.44,58.04
13,1911,58.68,55.24,56.96
13,1912,59.36,56.67,58.01
13,1913,60.12,57.63,58.88
13,1914,60.11,56.82,58.46
13,1915,59.89,56.91,58.4
13,1916,58.54,55.29,56.91
13,1917,58.49,56.03,57.25
13,1918,57.28,55.14,56.22
13,1919,57.71,56.08,56.88
13,1920,58.47,56.96,57.71
13,1921,62.44,60.91,61.66
13,1922,61.36,59.95,60.64
13,1923,62.06,60.27,61.15
13,1924,62.08,60.16,61.09
13,1925,62.68,61.19,61.91
13,1926,62.55,60.83,61.67
13,1927,61.88,60.54,61.19
13,1928,62.76,60.94,61.84
13,1929,62.77,61.18,61.96
13,1930,63.19,61.28,62.22
13,1931,62.9,60.88,61.87
13,1932,63.44,61.96,62.69
13,1933,64.45,62.74,63.58
13,1934,65.17,63.04,64.09
13,1935,63.86,61.94,62.88
13,1936,64.54,62.38,63.44
13,1937,65.16,62.75,63.94
13,1938,66.07,63.93,64.99
13,1939,66.93,64.69,65.8
13,1940,67.23,65.32,66.27
13,1941,67.06,64.86,65.95
13,1942,68.14,66.11,67.12
13,1943,68.42,66.44,67.43
13,1944,67.4,65.41,66.39
13,1945,67.21,64.99,66.08
13,1946,68.15,66.35,67.24
13,1947,69.65,67.44,68.54
13,1948,71.47,68.74,70.09
13,1949,71.4,68.85,70.12
13,1950,71.52,69.11,70.31
13,1951,72.15,69.71,70.92
13,1952,72.15,69.39,70.76
13,1953,72.47,69.88,71.17
13,1954,72.81,69.89,71.34
13,1955,73.46,70.39,71.92
13,1956,73.71,70.4,72.04
13,1957,73.49,70.15,71.81
13,1958,74.03,70.48,72.24
13,1959,73.87,70.59,72.22
13,1960,73.99,70.43,72.2
13,1961,74.38,70.56,72.45
13,1962,74.44,70.32,72.35
13,1963,74.48,70.41,72.42
13,1964,74.8,70.29,72.51
13,1965,74.65,70.19,72.39
13,1966,74.79,70.21,72.47
13,1967,75.36,70.62,72.95
13,1968,75.58,70.78,73.15
13,1969,75.7,70.86,73.25
13,1970,75.92,70.87,73.36
13,1971,76.16,70.8,73.43
13,1972,76.22,70.81,73.47
13,1973,76.53,70.97,73.7
13,1974,76.82,70.94,73.82
13,1975,77,71.29,74.1
13,1976,76.7,70.93,73.77
13,1977,77.67,71.73,74.66
13,1978,77.42,71.52,74.43
13,1979,77.41,71.2,74.24
13,1980,77.18,71.18,74.13
13,1981,77.36,71.25,74.25
13,1982,77.65,71.6,74.6
13,1983,77.55,71.44,74.46
13,1984,77.62,71.66,74.62
13,1985,77.48,71.53,74.48
13,1986,77.53,71.77,74.64
13,1987,77.79,71.75,74.75
13,1988,77.64,72.04,74.84
13,1989,77.76,71.99,74.86
13,1990,77.73,72.02,74.87
13,1991,77.98,72.47,75.23
13,1992,77.97,72.56,75.27
13,1993,77.77,72.6,75.19
13,1994,78.1,72.78,75.44
13,1995,77.84,72.73,75.29
13,1996,78.26,73.06,75.67
13,1997,78.47,73.56,76.04
13,1998,78.89,73.94,76.44
13,1999,78.89,74.21,76.58
13,2000,79.12,74.44,76.82
13,2001,79.22,74.67,76.98
13,2002,79.34,74.8,77.1
13,2003,79.74,75.03,77.4
13,2004,80.11,75.41,77.79
13,2005,80.45,75.94,78.23
13,2006,80.51,75.9,78.22
13,2007,80.53,76.13,78.35
13,2008,80.92,76.48,78.72
13,2009,81.03,76.84,78.96
13,2010,81.33,77.12,79.24
13,2011,81.83,77.7,79.79
13,2012,82.04,78.07,80.09
13,2013,82.31,78.28,80.31
13,2014,82.67,78.57,80.64
13,2015,82.69,78.77,80.75
13,2016,82.79,78.95,80.88
13,2017,83.12,79.1,81.11
13,2018,82.96,79.02,80.99
13,2019,83.42,79.44,81.43
13,2020,83.51,79.58,81.55
13,2021,83.3,79.57,81.44
13,2022,83.18,79.43,81.3
13,2023,83.62,79.73,81.66
14,1908,42.35,40.5,41.41
14,1909,42.09,39.94,41
14,1910,42.02,39.71,40.84
14,1911,40.77,38.86,39.79
14,1912,44.39,42.52,43.43
14,1913,43.59,41.67,42.61
14,1914,43.7,41.89,42.78
14,1915,44.01,42.22,43.09
14,1916,44.89,42.98,43.91
14,1917,43.58,41.66,42.6
14,1918,30.8,29.94,30.36
14,1919,42.15,39.78,40.95
14,1920,40.5,38.31,39.38
14,1921,43.23,40.79,41.99
14,1922,45.45,43,44.2
14,1923,46.02,43.51,44.75
14,1924,47.8,44.85,46.3
14,1925,48.49,45.51,46.98
14,1926,49.22,46.22,47.7
14,1927,50.01,46.99,48.48
14,1928,50.11,47.15,48.62
14,1929,51.16,47.85,49.49
14,1930,51.11,47.44,49.25
14,1931,51.07,47.55,49.28
14,1932,52.85,49.47,51.14
14,1933,53.3,49.92,51.6
14,1934,54.09,50.39,52.22
14,1935,54.6,50.73,52.65
14,1936,55.57,46.89,51.01
14,1937,52.26,42.91,47.32
14,1938,52.17,43.46,47.6
14,1939,51.8,43.11,47.23
14,1940,52.64,44.89,48.63
14,1941,51.47,43.47,47.25
14,1942,55.33,49.26,52.26
14,1943,57.63,52.14,54.89
14,1944,59.24,53.3,56.27
14,1945,60.55,54.99,57.79
14,1946,60.65,54.56,57.59
14,1947,61.66,56.55,59.13
14,1948,63.92,58.61,61.31
14,1949,63.5,58.32,60.94
14,1950,64.16,59.29,61.78
14,1951,63.83,59.1,61.5
14,1952,67.03,62.55,64.85
14,1953,67.9,63.49,65.76
14,1954,69.08,64.63,66.93
14,1955,68.94,64.38,66.73
14,1956,69.03,64.39,66.76
14,1957,68.9,64.16,66.58
14,1958,71.07,66.4,68.81
14,1959,71.07,66.24,68.72
14,1960,71.66,66.67,69.23
14,1961,71.96,67.08,69.59
14,1962,72.07,67.08,69.63
14,1963,72.36,67.12,69.79
14,1964,73.13,67.78,70.51
14,1965,73.56,68.17,70.93
14,1966,73.78,68.46,71.18
14,1967,74.06,68.57,71.37
14,1968,74.37,68.87,71.67
14,1969,73.88,68.34,71.15
14,1970,74.87,69.32,72.15
14,1971,74.56,68.84,71.74
14,1972,75.64,70.15,72.95
14,1973,75.52,69.85,72.73
14,1974,75.93,70.17,73.09
14,1975,76.35,70.54,73.49
14,1976,76.71,70.81,73.81
14,1977,77.23,71.28,74.31
14,1978,77.48,71.42,74.5
14,1979,78.05,71.84,74.99
14,1980,78.55,72.39,75.53
14,1981,78.77,72.53,75.7
14,1982,79.35,73.17,76.32
14,1983,79.13,72.96,76.1
14,1984,79.68,73.2,76.48
14,1985,79.66,73.1,76.41
14,1986,79.89,73.44,76.7
14,1987,80.24,73.61,76.96
14,1988,80.29,73.56,76.95
14,1989,80.5,73.47,77
14,1990,80.56,73.43,77
14,1991,80.75,73.51,77.13
14,1992,81.26,73.91,77.59
14,1993,81.34,74.11,77.73
14,1994,81.72,74.5,78.11
14,1995,81.84,74.56,78.2
14,1996,82,74.69,78.34
14,1997,82.35,75.33,78.85
14,1998,82.42,75.45,78.94
14,1999,82.44,75.46,78.95
14,2000,82.85,75.97,79.42
14,2001,83.16,76.29,79.74
14,2002,83.24,76.39,79.82
14,2003,83.07,76.42,79.75
14,2004,83.65,76.98,80.33
14,2005,83.61,77.02,80.32
14,2006,84.2,77.69,80.96
14,2007,84.16,77.75,80.97
14,2008,84.34,78.18,81.28
14,2009,84.64,78.57,81.63
14,2010,84.99,78.98,82.02
14,2011,85.08,79.22,82.19
14,2012,85.04,79.28,82.2
14,2013,85.47,79.84,82.7
14,2014,85.57,80.01,82.84
14,2015,85.34,79.82,82.62
14,2016,85.75,80.18,83.01
14,2017,85.65,80.26,83
14,2018,85.78,80.35,83.1
14,2019,86.15,80.74,83.49
14,2020,85,79.48,82.25
14,2021,85.77,80.16,82.99
15,1959,71.98,64.41,68.67
15,1960,73.02,64.68,69.33
15,1961,73.28,65.07,69.64
15,1962,73.18,65.59,69.84
15,1963,73.54,65.3,69.88
15,1964,74.04,66.3,70.64
15,1965,74.25,66.3,70.71
15,1966,74.28,66.21,70.66
15,1967,74.72,66.35,70.98
15,1968,74.46,65.91,70.61
15,1969,74.43,65.37,70.27
15,1970,74.56,65.51,70.4
15,1971,74.78,65.68,70.6
15,1972,74.64,65.44,70.38
15,1973,74.66,66.01,70.69
15,1974,75.06,65.85,70.81
15,1975,74.75,64.91,70.12
15,1976,74.4,64.53,69.74
15,1977,74.49,64.65,69.83
15,1978,74.54,64.31,69.66
15,1979,74.21,64.15,69.41
15,1980,74.27,64.21,69.47
15,1981,74.13,64.11,69.34
15,1982,74.72,64.58,69.86
15,1983,74.84,64.36,69.79
15,1984,74.28,64.6,69.64
15,1985,74.49,64.66,69.78
15,1986,75.1,66.17,70.91
15,1987,75.06,66.29,70.92
15,1988,75.02,66.44,70.97
15,1989,74.89,65.69,70.5
15,1990,74.91,64.7,69.92
15,1991,74.97,64.47,69.79
15,1992,74.77,63.51,69.16
15,1993,74.08,62.48,68.22
15,1994,72.99,60.82,66.74
15,1995,74.35,61.62,67.82
15,1996,75.59,64.43,70.03
15,1997,75.93,64.54,70.25
15,1998,75.44,64.28,69.84
15,1999,76.11,65.16,70.68
15,2000,76.32,65.6,71.02
15,2001,76.51,65.16,70.84
15,2002,77.2,65.56,71.37
15,2003,77.29,66.45,71.93
15,2004,77.96,66.73,72.38
15,2005,78.3,67.58,73.03
15,2006,78.6,67.64,73.2
15,2007,78.78,67.46,73.16
15,2008,79.41,68.89,74.29
15,2009,80.03,69.98,75.18
15,2010,80.53,70.83,75.89
15,2011,81,71.3,76.36
15,2012,81.15,71.33,76.44
15,2013,81.32,72.71,77.27
15,2014,81.49,72.3,77.12
15,2015,81.8,73.09,77.68
15,2016,81.88,73.2,77.77
15,2017,82.29,73.67,78.2
15,2018,82.41,73.88,78.36
15,2019,82.74,74.42,78.8
16,1878,40.26,38.4,39.34
16,1879,46.08,43.72,44.91
16,1880,41.17,38.25,39.7
16,1881,39.02,36.4,37.7
16,1882,41.81,38.84,40.31
16,1883,44.39,41.14,42.75
16,1884,44.46,41.32,42.88
16,1885,42.5,40.07,41.28
16,1886,42.29,39.47,40.87
16,1887,46.69,44.37,45.54
16,1888,46.35,44.02,45.19
16,1889,46.35,43.5,44.92
16,1890,46.15,43.09,44.61
16,1891,43.97,41.27,42.61
16,1892,41.35,38.23,39.77
16,1893,45,41.75,43.35
16,1894,46.39,43.97,45.18
16,1895,49.24,45.99,47.61
16,1896,47.76,45.28,46.52
16,1897,49.43,46.78,48.11
16,1898,49.36,46.78,48.07
16,1899,45.64,43.07,44.35
16,1900,43.24,40.41,41.81
16,1901,44.16,41.54,42.84
16,1902,47.56,44.87,46.21
16,1903,48.03,45.12,46.56
16,1904,48.44,45.95,47.19
16,1905,47.6,44.52,46.05
16,1906,48.68,45.4,47.03
16,1907,48.59,45.35,46.96
16,1908,47.68,44.54,46.09
16,1909,50.18,47.2,48.69
16,1910,49.9,47.07,48.49
16,1911,50.44,47.03,48.72
16,1912,50.77,47.49,49.12
16,1913,50.78,47.32,49.04
16,1914,51.31,48.15,49.73
16,1915,51.13,47.99,49.56
16,1916,49.7,46.27,47.98
16,1917,48.39,44.74,46.54
16,1918,43.66,26.37,32.85
16,1919,45.35,40.38,42.81
16,1920,50.04,45.37,47.68
16,1921,54.76,50.06,52.4
16,1922,54.18,49.71,51.93
16,1923,54.91,50.07,52.48
16,1924,52.71,47.88,50.26
16,1925,55.95,50.83,53.36
16,1926,56.23,51.37,53.79
16,1927,54.39,49.32,51.83
16,1928,56.18,51.22,53.69
16,1929,53.88,48.82,51.32
16,1930,57.02,51.91,54.45
16,1931,57.27,52.47,54.86
16,1932,58.21,53.29,55.75
16,1933,58.12,52.69,55.39
16,1934,58.66,53.35,56
16,1935,59.94,54.78,57.36
16,1936,58.51,53.81,56.17
16,1937,59.77,54.33,57.04
16,1938,59.74,54.66,57.2
16,1939,59.78,50.02,54.63
16,1940,58.08,38.76,46.8
16,1941,60.66,37.04,46.42
16,1942,61.49,47.39,53.93
16,1943,61.92,51.05,56.28
16,1944,59.19,39.49,48.06
16,1945,60.78,52.9,56.81
16,1946,64.58,56.34,60.45
16,1947,64.58,56.44,60.51
16,1948,65.97,57.91,61.96
16,1949,66.14,57.66,61.89
16,1950,67.92,60.38,64.2
16,1951,68.83,62.26,65.63
16,1952,69.48,63.34,66.52
16,1953,69.76,63.25,66.6
16,1954,70.65,64.23,67.55
16,1955,70.66,63.84,67.34
16,1956,71.18,64.58,67.98
16,1957,70.6,64.11,67.45
16,1958,71.72,65.29,68.61
16,1959,72.16,65.24,68.79
16,1960,72.4,65.41,68.99
16,1961,72.24,65.6,69.01
16,1962,72.25,65.1,68.74
16,1963,72.69,65.52,69.18
16,1964,72.96,65.66,69.38
16,1965,72.86,65.3,69.13
16,1966,73.18,65.96,69.64
16,1967,73.59,65.93,69.82
16,1968,73.57,65.88,69.78
16,1969,73.57,65.64,69.65
16,1970,74.4,66.16,70.32
16,1971,74.32,65.91,70.15
16,1972,75.03,66.61,70.87
16,1973,75.68,66.97,71.36
16,1974,75.56,66.93,71.29
16,1975,76.14,67.43,71.84
16,1976,76.33,67.54,71.99
16,1977,76.96,67.96,72.51
16,1978,77.43,68.58,73.08
16,1979,77.55,68.98,73.36
16,1980,77.86,69.24,73.65
16,1981,78.11,69.62,73.96
16,1982,78.59,70.22,74.53
16,1983,78.36,70.25,74.44
16,1984,78.76,70.49,74.74
16,1985,78.52,70.15,74.42
16,1986,78.76,70.57,74.77
16,1987,78.71,70.67,74.8
16,1988,78.69,70.66,74.77
16,1989,78.9,70.87,74.97
16,1990,78.88,70.94,74.99
16,1991,79.32,71.33,75.4
16,1992,79.44,71.67,75.65
16,1993,79.48,72.11,75.88
16,1994,80.15,72.8,76.57
16,1995,80.21,72.81,76.6
16,1996,80.55,73.03,76.87
16,1997,80.51,73.43,77.06
16,1998,80.85,73.52,77.26
16,1999,81.03,73.74,77.45
16,2000,81.02,74.16,77.67
16,2001,81.54,74.58,78.14
16,2002,81.53,74.87,78.27
16,2003,81.81,75.13,78.53
16,2004,82.27,75.31,78.85
16,2005,82.3,75.53,78.97
16,2006,82.83,75.82,79.37
16,2007,82.86,75.87,79.39
16,2008,83.01,76.32,79.7
16,2009,83.11,76.48,79.83
16,2010,83.24,76.73,80.01
16,2011,83.54,77.19,80.4
16,2012,83.41,77.51,80.5
16,2013,83.82,77.86,80.87
16,2014,83.88,78.18,81.06
16,2015,84.15,78.54,81.37
16,2016,84.12,78.44,81.3
16,2017,84.22,78.72,81.5
16,2018,84.31,78.91,81.63
16,2019,84.52,79.18,81.87
16,2020,84.62,79.03,81.83
16,2021,84.48,79.15,81.82
16,2022,83.8,78.65,81.21
16,2023,84.23,79.01,81.61
17,1816,41.12,39.08,40.1
17,1817,40.23,38.25,39.23
17,1818,39.1,38.12,38.6
17,1819,37.94,36.75,37.32
17,1820,39.98,38.62,39.28
17,1821,40.43,39.37,39.88
17,1822,39.04,37.72,38.37
17,1823,40.82,39.29,40.04
17,1824,39.97,38.5,39.21
17,1825,39.07,38.13,38.58
17,1826,38.33,37.31,37.8
17,1827,40.14,38.72,39.41
17,1828,38.31,36.94,37.6
17,1829,40.27,38.65,39.44
17,1830,40.37,38.93,39.63
17,1831,40.57,38.95,39.73
17,1832,36.54,35.27,35.87
17,1833,39.59,38.22,38.88
17,1834,35.81,34.42,35.09
17,1835,40.45,38.63,39.52
17,1836,42.79,41.24,42
17,1837,40,38.87,39.42
17,1838,40.01,38.75,39.37
17,1839,41.56,40.36,40.95
17,1840,41.17,39.68,40.41
17,1841,41.76,39.71,40.71
17,1842,40.91,39.18,40.03
17,1843,41.42,40.17,40.79
17,1844,42.97,41.71,42.33
17,1845,44.22,43,43.61
17,1846,41.32,40.09,40.7
17,1847,41.21,39.71,40.45
17,1848,41.13,39.54,40.33
17,1849,36.7,35.23,35.95
17,1850,44,42.63,43.31
17,1851,42.41,41.21,41.8
17,1852,41.95,40.76,41.35
17,1853,43.24,41.9,42.55
17,1854,37.02,35.36,36.16
17,1855,39.5,35.81,37.56
17,1856,41.32,39.13,40.19
17,1857,40.16,39.07,39.6
17,1858,40.06,39.38,39.71
17,1859,35.94,34.75,35.32
17,1860,43.87,42.85,43.35
17,1861,41.03,40.15,40.58
17,1862,43.31,42.11,42.7
17,1863,42.45,41.21,41.82
17,1864,42.78,41.37,42.06
17,1865,40.93,39.5,40.2
17,1866,42.57,41.11,41.82
17,1867,43.21,41.65,42.41
17,1868,41.19,39.43,40.29
17,1869,42.12,40.17,41.12
17,1870,38.47,34.77,36.52
17,1871,32.58,27.34,29.74
17,1872,43.63,41.44,42.5
17,1873,42.81,40.97,41.87
17,1874,45.28,43.36,44.29
17,1875,44.11,42.33,43.19
17,1876,44.72,42.53,43.59
17,1877,45.31,43.33,44.29
17,1878,44.42,42.37,43.37
17,1879,45.09,42.92,43.98
17,1880,43.81,41.84,42.79
17,1881,44.66,42.38,43.48
17,1882,44.41,41.93,43.14
17,1883,44.55,42.06,43.27
17,1884,43.78,41.23,42.46
17,1885,45.28,42.68,43.94
17,1886,44.49,41.91,43.17
17,1887,44.99,42.51,43.72
17,1888,45.68,42.71,44.15
17,1889,46.97,44.17,45.54
17,1890,44.84,42.11,43.43
17,1891,45.56,42.75,44.11
17,1892,45.03,42.18,43.56
17,1893,45.14,42.05,43.55
17,1894,47.15,43.93,45.49
17,1895,46.91,43.71,45.26
17,1896,49.13,45.94,47.49
17,1897,49.55,46.29,47.88
17,1898,47.69,44.4,46.01
17,1899,46.95,43.47,45.17
17,1900,46.95,43.34,45.1
17,1901,48.86,45.23,47
17,1902,49.77,46.28,47.98
17,1903,50.12,46.76,48.4
17,1904,49.78,46.43,48.07
17,1905,50.27,46.57,48.38
17,1906,49.67,45.89,47.73
17,1907,50.26,46.46,48.3
17,1908,51.3,47.4,49.29
17,1909,52.04,48.08,50.01
17,1910,53.33,49.47,51.35
17,1911,50.16,46.35,48.21
17,1912,53.73,49.48,51.55
17,1913,53.43,49.38,51.35
17,1914,53.29,46.51,50.12
17,1915,52.73,41.21,48.69
17,1916,52.39,41.93,48.82
17,1917,51.89,42.16,48.42
17,1918,42.97,33.84,39.95
17,1919,50.32,40.4,46.73
17,1920,53.71,49.61,51.71
17,1921,54.77,50.63,52.69
17,1922,56.85,52.94,54.89
17,1923,56.67,52.53,54.59
17,1924,57.4,53.02,55.19
17,1925,56.7,52.05,54.35
17,1926,56.18,51.77,53.96
17,1927,57.8,53.68,55.74
17,1928,57.56,53.28,55.41
17,1929,56.55,51.97,54.24
17,1930,59.31,54.32,56.8
17,1931,59.27,54.54,56.9
17,1932,59.73,54.72,57.22
17,1933,60.2,55.11,57.65
17,1934,61.2,55.45,58.3
17,1935,61.17,55.44,58.28
17,1936,61.71,55.84,58.76
17,1937,62.13,56.13,59.11
17,1938,62.03,55.88,58.93
17,1939,62.6,56.52,59.55
17,1940,59.04,52.65,55.84
17,1941,61.22,53.48,57.45
17,1942,61.81,54.56,58.31
17,1943,61.8,54.65,58.41
17,1944,59.6,48.35,54.18
17,1945,60.3,53.66,57.03
17,1946,64.96,59.65,62.36
17,1947,66.65,61.13,63.95
17,1948,68.73,62.72,65.78
17,1949,67.52,62.16,64.9
17,1950,69.19,63.43,66.38
17,1951,68.9,63.17,66.09
17,1952,70.22,64.41,67.39
17,1953,70.23,64.29,67.32
