country,Year,Female,Male,Total
50,1999,79.35,73.92,76.7
50,2000,79.43,74.12,76.84
50,2001,79.52,74.27,76.95
50,2002,79.58,74.35,77.02
50,2003,79.7,74.53,77.17
50,2004,80.06,74.96,77.57
50,2005,80.07,74.95,77.56
50,2006,80.33,75.23,77.83
50,2007,80.56,75.51,78.08
50,2008,80.59,75.64,78.16
50,2009,80.91,76.01,78.51
50,2010,81.07,76.24,78.7
50,2011,81.07,76.31,78.73
50,2012,81.18,76.43,78.84
50,2013,81.19,76.43,78.84
50,2014,81.27,76.48,78.91
50,2015,81.14,76.32,78.75
50,2016,81.19,76.21,78.72
50,2017,81.18,76.17,78.68
50,2018,81.34,76.31,78.84
50,2019,81.48,76.44,78.96
50,2020,79.89,74.34,77.06
50,2021,79.4,73.63,76.45
50,2022,80.28,74.88,77.54
