.id,Year,Sex,q0,e0,q45_60
DEUTE,1990,b,0.00683,72.92,0.12535293489582466
DEUTE,1990,f,0.00583,76.27,0.07910777829765037
DEUTE,1990,m,0.00777,69.22,0.1712408702562198
DEUTE,1991,b,0.0059,73.2,0.12215776638605103
DEUTE,1991,f,0.00485,76.64,0.07665411146062784
DEUTE,1991,m,0.0069,69.44,0.16723817388579099
DEUTE,1992,b,0.00673,73.79,0.11800027259914014
DEUTE,1992,f,0.00608,77.28,0.073011673601595
DEUTE,1992,m,0.00735,70,0.1624931236558309
DEUTE,1993,b,0.00608,74.24,0.11192028400898368
DEUTE,1993,f,0.00569,77.85,0.06754009992710597
DEUTE,1993,m,0.00645,70.33,0.1557261848804562
DEUTE,1994,b,0.00617,74.56,0.10827109559435799
DEUTE,1994,f,0.00514,78.19,0.06564423709832112
DEUTE,1994,m,0.00714,70.67,0.15030420940404754
DEUTE,1995,b,0.00561,75,0.10275233882502122
DEUTE,1995,f,0.00511,78.56,0.062257119493320356
DEUTE,1995,m,0.00609,71.17,0.14272669201421073
DEUTE,1996,b,0.00564,75.42,0.09845539651051483
DEUTE,1996,f,0.00509,78.89,0.05949221072760369
DEUTE,1996,m,0.00615,71.68,0.1368293108770764
DEUTE,1997,b,0.00491,76.08,0.09218898975503875
DEUTE,1997,f,0.00412,79.55,0.055695551479350125
DEUTE,1997,m,0.00567,72.33,0.1280757196405452
DEUTE,1998,b,0.00483,76.64,0.08799308178895637
DEUTE,1998,f,0.00428,79.9,0.05459488098285059
DEUTE,1998,m,0.00536,73.07,0.12088034119775037
DEUTE,1999,b,0.00429,77.06,0.08470138612862044
DEUTE,1999,f,0.0037,80.39,0.05110560314568957
DEUTE,1999,m,0.00485,73.44,0.11769849465279014
DEUTE,2000,b,0.00392,77.34,0.08510518122469535
DEUTE,2000,f,0.00327,80.68,0.050762652050069135
DEUTE,2000,m,0.00454,73.72,0.11871762592573565
DEUTE,2001,b,0.00339,77.8,0.0827541101673045
DEUTE,2001,f,0.00324,81.01,0.04912158424579882
DEUTE,2001,m,0.00354,74.31,0.1156013708553345
DEUTE,2002,b,0.00385,77.83,0.08209376920956368
DEUTE,2002,f,0.00364,80.99,0.05003572224001285
DEUTE,2002,m,0.00405,74.43,0.1133491284242073
DEUTE,2003,b,0.0037,78.01,0.08135576219050011
DEUTE,2003,f,0.00321,81.27,0.04737383116422089
DEUTE,2003,m,0.00416,74.55,0.1143402790501189
DEUTE,2004,b,0.00391,78.55,0.07962738247318735
DEUTE,2004,f,0.00352,81.75,0.046895012289701055
DEUTE,2004,m,0.00429,75.16,0.11141096521338278
DEUTE,2005,b,0.00334,78.74,0.07983203524834903
DEUTE,2005,f,0.00275,81.84,0.047449894599832954
DEUTE,2005,m,0.0039,75.45,0.11118857920749214
DEUTE,2006,b,0.00332,79,0.07893467485621175
DEUTE,2006,f,0.00321,82.08,0.04591858297526641
DEUTE,2006,m,0.00342,75.75,0.11084344866050122
DEUTE,2007,b,0.0029,79.22,0.07713721826176101
DEUTE,2007,f,0.00271,82.28,0.04545059838768106
DEUTE,2007,m,0.00308,76.04,0.10768300037053025
DEUTE,2008,b,0.00288,79.32,0.07727824963442254
DEUTE,2008,f,0.00256,82.33,0.04567043737413079
DEUTE,2008,m,0.00319,76.21,0.10779718701716745
DEUTE,2009,b,0.00293,79.42,0.07707693557901008
DEUTE,2009,f,0.00239,82.45,0.045154300700541494
DEUTE,2009,m,0.00346,76.29,0.10784763070100889
DEUTE,2010,b,0.00267,79.53,0.07659240822570135
DEUTE,2010,f,0.00226,82.53,0.04545932375201667
DEUTE,2010,m,0.00306,76.48,0.10662220350947149
DEUTE,2011,b,0.00265,79.82,0.07525720801736457
DEUTE,2011,f,0.00245,82.74,0.045298829955057074
DEUTE,2011,m,0.00285,76.83,0.10416306833636357
DEUTE,2012,b,0.00266,80.02,0.07460571229187507
DEUTE,2012,f,0.00262,82.96,0.045614510912504236
DEUTE,2012,m,0.0027,77.03,0.10259948843034838
DEUTE,2013,b,0.00268,79.91,0.07428290278905048
DEUTE,2013,f,0.00241,82.83,0.04504080568110491
DEUTE,2013,m,0.00295,76.98,0.10248789719241513
DEUTE,2014,b,0.00245,80.41,0.07152559886540077
DEUTE,2014,f,0.00224,83.39,0.04308496046225063
DEUTE,2014,m,0.00265,77.41,0.09886690228961614
DEUTE,2015,b,0.00272,80.02,0.07376620762260044
DEUTE,2015,f,0.00236,83.03,0.04507083930207412
DEUTE,2015,m,0.00305,77.04,0.10127609703784457
DEUTE,2016,b,0.003,80.37,0.07171569264823552
DEUTE,2016,f,0.0026,83.3,0.045014172084581694
DEUTE,2016,m,0.00338,77.46,0.09734611699871987
DEUTE,2017,b,0.00274,80.47,0.06945575640308943
DEUTE,2017,f,0.00268,83.31,0.043795984944023925
DEUTE,2017,m,0.00281,77.65,0.09410809362992334
DEUTE,2018,b,0.00283,80.32,0.06918604612394086
DEUTE,2018,f,0.00242,83.17,0.04434402984910302
DEUTE,2018,m,0.00321,77.52,0.0930045079775984
DEUTE,2019,b,0.00264,80.74,0.06704973368508671
DEUTE,2019,f,0.00216,83.61,0.04321175671578614
DEUTE,2019,m,0.00309,77.91,0.08984685708224383
DEUTE,2020,b,0.00272,80.37,0.06767931406684458
DEUTE,2020,f,0.00258,83.35,0.04343282546535199
DEUTE,2020,m,0.00284,77.47,0.09078413607693536
DEUTNP,1990,b,0.00708,75.35,0.09885630779100474
DEUTNP,1990,f,0.00607,78.42,0.06387743184344252
DEUTNP,1990,m,0.00803,71.91,0.13252309478574842
DEUTNP,1991,b,0.00647,75.56,0.09732743313540271
DEUTNP,1991,f,0.00566,78.69,0.06311346319670719
DEUTNP,1991,m,0.00723,72.09,0.13025626963825088
DEUTNP,1992,b,0.00606,76.01,0.09413000879264233
DEUTNP,1992,f,0.00534,79.14,0.06085211260051049
DEUTNP,1992,m,0.00675,72.53,0.12613374322684578
DEUTNP,1993,b,0.00576,76.09,0.09283116775758393
DEUTNP,1993,f,0.00501,79.21,0.06022758871286571
DEUTNP,1993,m,0.00646,72.63,0.1241870690192749
DEUTNP,1994,b,0.00549,76.39,0.09042349522942295
DEUTNP,1994,f,0.00486,79.51,0.05879158080310065
DEUTNP,1994,m,0.00608,72.95,0.12085095129945067
DEUTNP,1995,b,0.00528,76.56,0.08860845070380952
DEUTNP,1995,f,0.00464,79.69,0.05782683567445679
DEUTNP,1995,m,0.0059,73.12,0.11829181293153113
DEUTNP,1996,b,0.00508,76.79,0.08655743743215605
DEUTNP,1996,f,0.00445,79.86,0.05682201392570463
DEUTNP,1996,m,0.00567,73.42,0.11529215331451514
DEUTNP,1997,b,0.00483,77.23,0.08358158604440324
DEUTNP,1997,f,0.00425,80.27,0.055314674309169476
DEUTNP,1997,m,0.00538,73.88,0.11099372877255476
DEUTNP,1998,b,0.00459,77.58,0.08063579569819002
DEUTNP,1998,f,0.00406,80.54,0.05375818266851773
DEUTNP,1998,m,0.00509,74.32,0.1067345997876592
DEUTNP,1999,b,0.00447,77.81,0.07919075289805821
DEUTNP,1999,f,0.00399,80.75,0.05323565961512744
DEUTNP,1999,m,0.00493,74.58,0.10442318838283582
DEUTNP,2000,b,0.00435,78.06,0.0787184899652994
DEUTNP,2000,f,0.00385,80.99,0.05281736457623554
DEUTNP,2000,m,0.00483,74.86,0.10396329283907124
DEUTNP,2001,b,0.0042,78.41,0.0770854581130278
DEUTNP,2001,f,0.00368,81.27,0.05187507179463413
DEUTNP,2001,m,0.00469,75.28,0.10167485446642444
DEUTNP,2002,b,0.00416,78.48,0.07721513453747797
DEUTNP,2002,f,0.00386,81.28,0.052437075086782636
DEUTNP,2002,m,0.00446,75.44,0.10143734830102535
DEUTNP,2003,b,0.00418,78.54,0.07618462787943858
DEUTNP,2003,f,0.00371,81.37,0.051552615424448
DEUTNP,2003,m,0.00463,75.51,0.10030425051611647
DEUTNP,2004,b,0.00413,79.13,0.07391672161501239
DEUTNP,2004,f,0.00374,81.89,0.05066762511203349
DEUTNP,2004,m,0.00449,76.15,0.09671963286963303
DEUTNP,2005,b,0.00385,79.26,0.07320863556879231
DEUTNP,2005,f,0.00339,81.96,0.05023923514866235
DEUTNP,2005,m,0.00429,76.36,0.09580796005616798
DEUTNP,2006,b,0.00379,79.59,0.07113814107639549
DEUTNP,2006,f,0.00347,82.24,0.04850208836538761
DEUTNP,2006,m,0.00409,76.75,0.09343038707068974
DEUTNP,2007,b,0.00391,79.74,0.07025157629031331
DEUTNP,2007,f,0.00345,82.4,0.048378930150093424
DEUTNP,2007,m,0.00435,76.91,0.0918044732222274
DEUTNP,2008,b,0.0035,79.82,0.06954253519032316
DEUTNP,2008,f,0.00308,82.39,0.04806386564749576
DEUTNP,2008,m,0.0039,77.1,0.09073769046506808
DEUTNP,2009,b,0.00346,79.92,0.06898222739810689
DEUTNP,2009,f,0.00303,82.48,0.04744322200396367
DEUTNP,2009,m,0.00387,77.23,0.09032752449198544
DEUTNP,2010,b,0.00347,80.08,0.06783135107035754
DEUTNP,2010,f,0.00315,82.62,0.046592034769425195
DEUTNP,2010,m,0.00377,77.43,0.08887290014757987
DEUTNP,2011,b,0.00359,80.35,0.06662390323982181
DEUTNP,2011,f,0.00324,82.82,0.04672705338225425
DEUTNP,2011,m,0.00391,77.77,0.08638667125871125
DEUTNP,2012,b,0.0033,80.5,0.06478403221546336
DEUTNP,2012,f,0.00306,82.94,0.04528186125271538
DEUTNP,2012,m,0.00353,77.96,0.08405796940740273
DEUTNP,2013,b,0.00331,80.46,0.0647663510780071
DEUTNP,2013,f,0.00296,82.86,0.045349219761088855
DEUTNP,2013,m,0.00363,77.98,0.08394954019371603
DEUTNP,2014,b,0.00326,80.92,0.062348794457018575
DEUTNP,2014,f,0.00298,83.33,0.04423871810200408
DEUTNP,2014,m,0.00352,78.43,0.08020766505668231
DEUTNP,2015,b,0.00329,80.57,0.06295261905990446
DEUTNP,2015,f,0.00312,82.97,0.044353785865214546
DEUTNP,2015,m,0.00345,78.13,0.08121862356780374
DEUTNP,2016,b,0.00352,80.84,0.061662272741494384
DEUTNP,2016,f,0.00322,83.26,0.044028210910835974
DEUTNP,2016,m,0.0038,78.38,0.07895064881018099
DEUTNP,2017,b,0.00323,80.94,0.05946273465891683
DEUTNP,2017,f,0.00297,83.29,0.04259780955787007
DEUTNP,2017,m,0.00348,78.56,0.07598004199213693
DEUTNP,2018,b,0.00317,80.88,0.059690148503330764
DEUTNP,2018,f,0.00288,83.23,0.042511421836758156
DEUTNP,2018,m,0.00346,78.51,0.07652973128044394
DEUTNP,2019,b,0.00319,81.2,0.057173227353327305
DEUTNP,2019,f,0.00289,83.54,0.04109839856765296
DEUTNP,2019,m,0.00347,78.83,0.07294393639535834
DEUTNP,2020,b,0.00306,81.01,0.05761880706033007
DEUTNP,2020,f,0.00289,83.43,0.040800588447127306
DEUTNP,2020,m,0.00322,78.6,0.07401626948070084
DEUTW,1956,b,0.03962,68.49,0.13036559623551947
DEUTW,1956,f,0.03505,70.89,0.09774855202372568
DEUTW,1956,m,0.04391,65.93,0.1689391341505676
DEUTW,1957,b,0.03721,68.53,0.13361098787113246
DEUTW,1957,f,0.03225,71.06,0.09935153804029251
DEUTW,1957,m,0.04186,65.82,0.17358300366654278
DEUTW,1958,b,0.03611,69.33,0.12546349597398643
DEUTW,1958,f,0.03181,71.8,0.09391289578552187
DEUTW,1958,m,0.04014,66.67,0.16200232424871552
DEUTW,1959,b,0.03482,69.52,0.12474219275166476
DEUTW,1959,f,0.03088,72.04,0.09239777937283022
DEUTW,1959,m,0.03853,66.8,0.1620732290268192
DEUTW,1960,b,0.03394,69.3,0.12712033408836487
DEUTW,1960,f,0.02987,71.89,0.09371323027249578
DEUTW,1960,m,0.03776,66.51,0.16569777614472914
DEUTW,1961,b,0.03232,69.82,0.12413255326176309
DEUTW,1961,f,0.02834,72.45,0.09147320729873554
DEUTW,1961,m,0.03608,66.97,0.16231850307515572
DEUTW,1962,b,0.0293,70.06,0.12436742991359429
DEUTW,1962,f,0.02564,72.79,0.09055142988123754
DEUTW,1962,m,0.03277,67.11,0.1644284524500681
DEUTW,1963,b,0.02725,70.02,0.12447200852697915
DEUTW,1963,f,0.024,72.76,0.09165679983320663
DEUTW,1963,m,0.03032,67.07,0.16388762500040244
DEUTW,1964,b,0.02536,70.69,0.12098004857181832
DEUTW,1964,f,0.02232,73.55,0.088947102165154
DEUTW,1964,m,0.02823,67.6,0.16021068909970893
DEUTW,1965,b,0.02363,70.63,0.12204219285262319
DEUTW,1965,f,0.02075,73.41,0.09010027888139605
DEUTW,1965,m,0.02634,67.59,0.16185955797065898
DEUTW,1966,b,0.02367,70.66,0.12052072988384288
DEUTW,1966,f,0.02053,73.52,0.0890077430804801
DEUTW,1966,m,0.02665,67.55,0.1605618025564196
DEUTW,1967,b,0.02249,70.91,0.11878495362196517
DEUTW,1967,f,0.01949,73.81,0.08781471425453824
DEUTW,1967,m,0.02533,67.74,0.15888624266032403
DEUTW,1968,b,0.0221,70.57,0.12055246792498031
DEUTW,1968,f,0.01907,73.45,0.08950199945889703
DEUTW,1968,m,0.02496,67.41,0.1612367441098277
DEUTW,1969,b,0.02249,70.4,0.12219977650345859
DEUTW,1969,f,0.01949,73.37,0.09130492863960338
DEUTW,1969,m,0.02533,67.16,0.16305082762237888
DEUTW,1970,b,0.02264,70.62,0.11952357050322748
DEUTW,1970,f,0.01936,73.64,0.0895450465553338
DEUTW,1970,m,0.02574,67.33,0.1593779384116959
DEUTW,1971,b,0.02287,70.8,0.11701098273737265
DEUTW,1971,f,0.01982,73.85,0.08712188172937352
DEUTW,1971,m,0.02575,67.47,0.1567610264128264
DEUTW,1972,b,0.02145,71.04,0.11689381489180872
DEUTW,1972,f,0.0186,74.17,0.08594674184364981
DEUTW,1972,m,0.024140000000000002,67.63,0.15791480394524582
DEUTW,1973,b,0.0219,71.26,0.11517050503234694
DEUTW,1973,f,0.0187,74.38,0.0848418662265118
DEUTW,1973,m,0.02493,67.85,0.15543602353562624
DEUTW,1974,b,0.02097,71.62,0.11334417192290369
DEUTW,1974,f,0.01801,74.66,0.08334798276263666
DEUTW,1974,m,0.02379,68.25,0.1528534489124127
DEUTW,1975,b,0.01935,71.53,0.11559380095231098
DEUTW,1975,f,0.01677,74.66,0.08367263970465921
DEUTW,1975,m,0.0218,68.07,0.15697954061828656
DEUTW,1976,b,0.01752,72.02,0.11281184712010983
DEUTW,1976,f,0.01515,75.14,0.08203050421108637
DEUTW,1976,m,0.01977,68.56,0.15215206209040244
DEUTW,1977,b,0.01522,72.72,0.10946792040181474
DEUTW,1977,f,0.01331,75.85,0.07843945414383302
DEUTW,1977,m,0.01703,69.2,0.14865645401083005
DEUTW,1978,b,0.01452,72.73,0.1099421899321571
DEUTW,1978,f,0.0126,75.9,0.07768876852408702
DEUTW,1978,m,0.01634,69.18,0.14985865082386507
DEUTW,1979,b,0.01358,73.18,0.10786899672539796
DEUTW,1979,f,0.01172,76.32,0.07566563544801264
DEUTW,1979,m,0.01534,69.65,0.1471596332512225
DEUTW,1980,b,0.01293,73.44,0.10861187086839175
DEUTW,1980,f,0.01143,76.62,0.07457203555049641
DEUTW,1980,m,0.01436,69.87,0.14918806365395454
DEUTW,1981,b,0.01156,73.68,0.10624002653672204
DEUTW,1981,f,0.01009,76.8,0.07266869851793412
DEUTW,1981,m,0.01295,70.14,0.145338718632664
DEUTW,1982,b,0.01085,74,0.1045279589053345
DEUTW,1982,f,0.00965,77.11,0.07082152667694308
DEUTW,1982,m,0.01198,70.47,0.14274292669127675
DEUTW,1983,b,0.00998,74.26,0.10337345204404913
DEUTW,1983,f,0.00876,77.37,0.06913023201900048
DEUTW,1983,m,0.01113,70.73,0.14106828644384295
DEUTW,1984,b,0.00959,74.83,0.09967188792177417
DEUTW,1984,f,0.0085,77.93,0.06608476999373203
DEUTW,1984,m,0.01061,71.28,0.13564318492949612
DEUTW,1985,b,0.00889,75.01,0.0999820036381267
DEUTW,1985,f,0.00781,78.06,0.06572829068830255
DEUTW,1985,m,0.00992,71.5,0.13549461806466212
DEUTW,1986,b,0.00884,75.25,0.09751618969018427
DEUTW,1986,f,0.00772,78.28,0.06344476100663365
DEUTW,1986,m,0.0099,71.77,0.1318857872093251
DEUTW,1987,b,0.00834,75.66,0.09613546081505164
DEUTW,1987,f,0.00722,78.73,0.06212521204576693
DEUTW,1987,m,0.00939,72.14,0.12946719324333633
DEUTW,1988,b,0.00766,75.88,0.0942951383407612
DEUTW,1988,f,0.00641,78.94,0.06121073058071991
DEUTW,1988,m,0.00884,72.41,0.12601376151992083
DEUTW,1989,b,0.0074,76,0.09293470256919434
DEUTW,1989,f,0.00636,79.03,0.060484305297285545
DEUTW,1989,m,0.00838,72.56,0.12394431404670292
DEUTW,1990,b,0.00714,76,0.09192238042199041
DEUTW,1990,f,0.00613,79.01,0.059814330310470565
DEUTW,1990,m,0.0081,72.61,0.1225861436856116
DEUTW,1991,b,0.00658,76.18,0.09097712668332114
DEUTW,1991,f,0.00582,79.23,0.05956750542357536
DEUTW,1991,m,0.00729,72.76,0.120940810064739
DEUTW,1992,b,0.00597,76.56,0.08812449604072414
DEUTW,1992,f,0.00524,79.61,0.05770438280619572
DEUTW,1992,m,0.00667,73.15,0.11718437096606016
DEUTW,1993,b,0.00572,76.54,0.08810484407192887
DEUTW,1993,f,0.00494,79.55,0.05833694889816898
DEUTW,1993,m,0.00646,73.19,0.11648835086248466
DEUTW,1994,b,0.00541,76.83,0.08606348997452062
DEUTW,1994,f,0.00483,79.84,0.05704054350043142
DEUTW,1994,m,0.00596,73.49,0.11381502550876854
DEUTW,1995,b,0.00524,76.93,0.08523538275166342
DEUTW,1995,f,0.00458,79.96,0.056747074259884456
DEUTW,1995,m,0.00587,73.59,0.11249105752721145
DEUTW,1996,b,0.005,77.11,0.08369378977898212
DEUTW,1996,f,0.00437,80.09,0.056167652484494957
DEUTW,1996,m,0.0056,73.84,0.11017332007479541
DEUTW,1997,b,0.00482,77.5,0.08151470073839462
DEUTW,1997,f,0.00427,80.45,0.055191108667319466
DEUTW,1997,m,0.00534,74.25,0.10691742181467323
DEUTW,1998,b,0.00456,77.8,0.07885954907915338
DEUTW,1998,f,0.00403,80.69,0.05351104197130441
DEUTW,1998,m,0.00505,74.61,0.1034088886717377
DEUTW,1999,b,0.0045,77.99,0.07781075446471564
DEUTW,1999,f,0.00403,80.83,0.053729599241506665
DEUTW,1999,m,0.00494,74.85,0.10120687550997831
DEUTW,2000,b,0.00442,78.24,0.07718034758246495
DEUTW,2000,f,0.00394,81.07,0.053254412924802486
DEUTW,2000,m,0.00488,75.13,0.10039303518151421
DEUTW,2001,b,0.00434,78.56,0.07572129294301966
DEUTW,2001,f,0.00376,81.34,0.052540903860525234
DEUTW,2001,m,0.00489,75.51,0.0983317582494545
DEUTW,2002,b,0.00422,78.64,0.07604761554058803
DEUTW,2002,f,0.00389,81.35,0.05297960938786572
DEUTW,2002,m,0.00453,75.68,0.09859539722604072
DEUTW,2003,b,0.00427,78.67,0.0749225996829177
DEUTW,2003,f,0.0038,81.39,0.052475858643659334
DEUTW,2003,m,0.00472,75.74,0.09692237911402679
DEUTW,2004,b,0.00417,79.26,0.07251191458413397
DEUTW,2004,f,0.00379,81.92,0.05151582269709598
DEUTW,2004,m,0.00453,76.38,0.09324221162978008
DEUTW,2005,b,0.00395,79.38,0.07165319891377564
DEUTW,2005,f,0.00351,82,0.05081156260310693
DEUTW,2005,m,0.00436,76.57,0.09219868676788368
DEUTW,2006,b,0.00388,79.73,0.06929872005597404
DEUTW,2006,f,0.00352,82.27,0.04904674166996981
DEUTW,2006,m,0.00422,76.99,0.08935356081010781
DEUTW,2007,b,0.00411,79.86,0.06863492498077117
DEUTW,2007,f,0.00359,82.43,0.0490476518332712
DEUTW,2007,m,0.0046,77.12,0.08804181100732611
DEUTW,2008,b,0.00362,79.94,0.0676903992484138
DEUTW,2008,f,0.00318,82.41,0.04861842458041221
DEUTW,2008,m,0.00404,77.32,0.08662999684787409
DEUTW,2009,b,0.00357,80.04,0.06709097730743752
DEUTW,2009,f,0.00316,82.49,0.047988433594912894
DEUTW,2009,m,0.00396,77.45,0.08609744885998649
DEUTW,2010,b,0.00363,80.21,0.06576950911922808
DEUTW,2010,f,0.00333,82.64,0.04688946470549504
DEUTW,2010,m,0.00391,77.66,0.0846001109688207
DEUTW,2011,b,0.00378,80.48,0.06464374493866698
DEUTW,2011,f,0.0034,82.84,0.047081475473107925
DEUTW,2011,m,0.00413,77.99,0.08215816510199703
DEUTW,2012,b,0.00343,80.61,0.0625274026737408
DEUTW,2012,f,0.00315,82.93,0.04524420268477425
DEUTW,2012,m,0.00369,78.18,0.07975488412034715
DEUTW,2013,b,0.00343,80.58,0.06264096648741013
DEUTW,2013,f,0.00308,82.86,0.045455059243419305
DEUTW,2013,m,0.00377,78.21,0.07968204913975385
DEUTW,2014,b,0.00342,81.03,0.06034072590673345
DEUTW,2014,f,0.00313,83.31,0.04452699877088495
DEUTW,2014,m,0.0037,78.66,0.07598803511738172
DEUTW,2015,b,0.0034,80.69,0.06060569412497341
DEUTW,2015,f,0.00327,82.95,0.044248684780524905
DEUTW,2015,m,0.00353,78.37,0.07676129125813314
DEUTW,2016,b,0.00364,80.97,0.05915179141456772
DEUTW,2016,f,0.00337,83.25,0.043808025313962884
DEUTW,2016,m,0.00389,78.63,0.0742599819339741
DEUTW,2017,b,0.00335,81.07,0.056984217246267566
DEUTW,2017,f,0.00303,83.28,0.04231972381890492
DEUTW,2017,m,0.00364,78.8,0.07142345496605162
DEUTW,2018,b,0.00325,81.02,0.05736348097951116
DEUTW,2018,f,0.00298,83.24,0.042079183538447085
DEUTW,2018,m,0.00351,78.77,0.0724328966218103
DEUTW,2019,b,0.00331,81.31,0.0547647792790652
DEUTW,2019,f,0.00305,83.53,0.04060786752151291
DEUTW,2019,m,0.00355,79.07,0.06874784621603969
DEUTW,2020,b,0.00314,81.18,0.05515425666428686
DEUTW,2020,f,0.00296,83.44,0.040194377995178554
DEUTW,2020,m,0.00331,78.9,0.06988036137932774
DNK,1835,b,0.18485,38.42,0.2964399410025168
DNK,1835,f,0.16523,40.25,0.2605901274585969
DNK,1835,m,0.20311,36.7,0.3335943219453186
DNK,1836,b,0.18708,40.03,0.30046391027300734
DNK,1836,f,0.17242,41.65,0.26518307756796167
DNK,1836,m,0.20094,38.48,0.3370332042584241
DNK,1837,b,0.17379,41.53,0.3136411081028496
DNK,1837,f,0.1567,43.11,0.28474993171648033
DNK,1837,m,0.18989,40.01,0.34394160510377547
DNK,1838,b,0.16333,43.14,0.3046530312181911
DNK,1838,f,0.15044,44.41,0.27009942394342
DNK,1838,m,0.17555,41.91,0.3407822682982494
DNK,1839,b,0.1766,41.91,0.28868947038860115
DNK,1839,f,0.16207,42.71,0.2692059836082499
DNK,1839,m,0.19026,41.12,0.30952683245420265
DNK,1840,b,0.18264,41.1,0.2817698991173069
DNK,1840,f,0.16264,42.39,0.25550907467455597
DNK,1840,m,0.20133,39.87,0.3094720384940416
DNK,1841,b,0.18298,42.67,0.2790553478518423
DNK,1841,f,0.17043,43.56,0.246783968264221
DNK,1841,m,0.19481,41.79,0.3128349959990352
DNK,1842,b,0.18235,42.54,0.2863958667026322
DNK,1842,f,0.16589,44.11,0.2550459215607014
DNK,1842,m,0.1978,41.04,0.3193257490759309
DNK,1843,b,0.17133,43.91,0.2885785196166273
DNK,1843,f,0.15665,45.16,0.2595241063096332
DNK,1843,m,0.18533,42.67,0.31918792125306594
DNK,1844,b,0.17131,44.08,0.2894883540487875
DNK,1844,f,0.15759,45.19,0.261193210487357
DNK,1844,m,0.18438,42.97,0.31932376288715225
DNK,1845,b,0.17776,43.4,0.27021798294523913
DNK,1845,f,0.16252,44.65,0.23962948055029543
DNK,1845,m,0.19223,42.18,0.3020987166073813
DNK,1846,b,0.20575,40.44,0.2820969170830412
DNK,1846,f,0.187,41.67,0.24998913688634294
DNK,1846,m,0.22361,39.23,0.31549246307949497
DNK,1847,b,0.19462,40.47,0.2873025281649415
DNK,1847,f,0.17883,41.69,0.25411838918882046
DNK,1847,m,0.2097,39.27,0.3217367448753561
DNK,1848,b,0.18597,40.82,0.2790923681777254
DNK,1848,f,0.16733,42.32,0.2519632423843744
DNK,1848,m,0.20358,39.36,0.3069855116267781
DNK,1849,b,0.18509,39.57,0.2989715878983995
DNK,1849,f,0.16543,41.61,0.26912578393216713
DNK,1849,m,0.20383,37.6,0.32962688441898846
DNK,1850,b,0.17245,43.52,0.26765392907275387
DNK,1850,f,0.15581,45.18,0.2316952313715257
DNK,1850,m,0.18825,41.91,0.3040837843068315
DNK,1851,b,0.17533,44.53,0.2620621618370944
DNK,1851,f,0.15957,46.22,0.22996127692252066
DNK,1851,m,0.19017,42.91,0.2947386660520124
DNK,1852,b,0.18742,43.05,0.26632241357366015
DNK,1852,f,0.1718,44.43,0.23070377785087548
DNK,1852,m,0.20216,41.72,0.30245233395919535
DNK,1853,b,0.19184,38.57,0.3511361700857659
DNK,1853,f,0.17244,39.87,0.3236292179254435
DNK,1853,m,0.21005,37.34,0.37897772779536376
DNK,1854,b,0.16712,44.71,0.2493738058071867
DNK,1854,f,0.15198,46.27,0.21262214971969384
DNK,1854,m,0.18155,43.2,0.286419213528739
DNK,1855,b,0.12496,46.15,0.27441473857431975
DNK,1855,f,0.11393,47.12,0.2402327401239045
DNK,1855,m,0.13551,45.2,0.308463476161981
DNK,1856,b,0.12344,46.76,0.25328700211926636
DNK,1856,f,0.11133,47.84,0.22500813748638204
DNK,1856,m,0.135,45.69,0.2819832593099384
DNK,1857,b,0.14709,42.48,0.2723919662982184
DNK,1857,f,0.1363,43.41,0.24228359494228757
DNK,1857,m,0.15743,41.58,0.3025965787310012
DNK,1858,b,0.14181,40.02,0.2667258560048724
DNK,1858,f,0.12959,41.06,0.22875945508284368
DNK,1858,m,0.1535,39.01,0.30449881461254225
DNK,1859,b,0.13309000000000001,44.4,0.2641041091648655
DNK,1859,f,0.11931,45.63,0.22645802608980115
DNK,1859,m,0.14615,43.22,0.3016209701161223
DNK,1860,b,0.13325,45.08,0.2602349018913884
DNK,1860,f,0.123,45.96,0.2241011603580969
DNK,1860,m,0.1429,44.22,0.2963965822417083
DNK,1861,b,0.12486,47.62,0.24697015218504526
DNK,1861,f,0.11141,49.01,0.21437435044492636
DNK,1861,m,0.13758,46.27,0.279899808320209
DNK,1862,b,0.12874,47.59,0.24716374954622333
DNK,1862,f,0.11788,48.5,0.21737183361999934
DNK,1862,m,0.13907,46.68,0.27732609300863065
DNK,1863,b,0.12519,47.55,0.2418267313537854
DNK,1863,f,0.11329,48.52,0.21252778738326406
DNK,1863,m,0.13643,46.6,0.27141843418979184
DNK,1864,b,0.1502,40.2,0.27283254364844733
DNK,1864,f,0.13857,41.47,0.24827774324231522
DNK,1864,m,0.16116,38.97,0.29771411169122874
DNK,1865,b,0.14635,39.8,0.2615555795818163
DNK,1865,f,0.13529,40.78,0.22615359842667782
DNK,1865,m,0.15682,38.86,0.29728460929667655
DNK,1866,b,0.12758,42.9,0.24153210397199365
DNK,1866,f,0.11749,43.64,0.20667151386846083
DNK,1866,m,0.13709,42.18,0.2766818128120463
DNK,1867,b,0.12969,44.92,0.23620430526325964
DNK,1867,f,0.11998,45.82,0.2034325363290077
DNK,1867,m,0.13886,44.05,0.2692486430793889
DNK,1868,b,0.14439,45.64,0.24205391769648743
DNK,1868,f,0.13543,46.45,0.21564113757891612
DNK,1868,m,0.15296,44.83,0.26863595983733923
DNK,1869,b,0.12432,46.1,0.24535469111582786
DNK,1869,f,0.11536,46.77,0.21770085905989067
DNK,1869,m,0.13292,45.44,0.27318010771212053
DNK,1870,b,0.13509,46,0.24479878051679627
